"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",44,"Business travel","Business",237,"1","1","1","1","2","5","4","4","4","4","4","3","4","4",7,4,"satisfied"
"Female","Loyal Customer",36,"Business travel","Eco",1452,"2","3","2","2","2","2","2","2","1","1","4","2","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Personal Travel","Eco",1023,"2","1","2","4","1","4","4","3","3","2","3","1","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Eco",261,"5","2","2","2","5","5","5","5","3","5","2","5","3","5",0,0,"satisfied"
"Female","Loyal Customer",31,"Business travel","Business",224,"1","3","3","3","2","2","1","2","1","4","1","4","1","2",71,98,"neutral or dissatisfied"
"Male","disloyal Customer",33,"Business travel","Business",338,"2","2","2","2","1","2","1","1","5","2","5","4","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Business travel","Business",2102,"0","0","0","3","1","4","4","5","5","5","5","3","5","2",0,33,"satisfied"
"Female","Loyal Customer",49,"Business travel","Business",3470,"5","5","5","5","2","5","5","4","4","4","4","3","4","3",0,0,"satisfied"
"Female","Loyal Customer",17,"Business travel","Business",1592,"3","3","3","3","3","3","3","3","2","4","4","1","3","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",33,"Business travel","Eco",134,"2","0","1","3","4","1","4","4","2","1","4","4","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",27,"Personal Travel","Eco",407,"3","4","3","4","1","3","1","1","4","3","3","2","2","1",1,12,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",2165,"5","5","5","5","3","5","5","5","5","5","5","3","5","3",0,5,"satisfied"
"Female","Loyal Customer",33,"Personal Travel","Eco",128,"1","5","1","2","5","1","5","5","4","3","5","3","3","5",77,79,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Business",2148,"5","5","5","5","5","4","4","5","5","5","5","5","5","3",16,5,"satisfied"
"Female","Loyal Customer",54,"Business travel","Business",2948,"1","1","1","1","5","4","5","5","5","5","5","5","5","3",0,0,"satisfied"
"Female","Loyal Customer",46,"Personal Travel","Eco",1050,"1","5","1","2","4","4","4","4","4","1","4","3","4","3",8,0,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Personal Travel","Eco",1744,"2","5","3","4","4","3","3","4","5","2","5","4","4","4",14,21,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",2342,"2","2","3","2","5","4","5","4","4","4","4","3","4","3",9,0,"satisfied"
"Male","disloyal Customer",38,"Business travel","Eco",495,"3","4","3","2","4","3","4","4","5","1","3","4","3","4",10,26,"neutral or dissatisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco",862,"3","5","2","3","4","2","4","4","3","5","5","4","5","4",25,21,"neutral or dissatisfied"
"Male","disloyal Customer",38,"Business travel","Business",1087,"3","3","3","3","2","3","2","2","2","3","2","2","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",192,"3","3","3","3","5","4","4","4","4","4","5","3","4","5",0,0,"satisfied"
"Male","Loyal Customer",30,"Personal Travel","Eco",74,"3","5","3","1","2","3","2","2","4","5","5","3","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Business travel","Business",577,"3","3","3","3","2","5","4","4","4","4","4","3","4","5",2,0,"satisfied"
"Female","Loyal Customer",45,"Business travel","Business",447,"1","1","4","1","5","2","4","2","2","2","2","2","2","5",0,0,"satisfied"
"Male","Loyal Customer",23,"Business travel","Business",1657,"3","3","3","3","4","4","4","4","4","4","5","4","4","4",0,1,"satisfied"
"Female","Loyal Customer",38,"Business travel","Eco Plus",319,"1","5","5","5","1","1","1","1","4","1","3","3","4","1",0,10,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",185,"4","2","2","2","4","4","3","2","2","3","4","3","2","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Eco",853,"3","3","3","3","5","3","3","5","4","2","3","3","4","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",39,"Business travel","Business",2454,"2","2","2","3","2","3","5","3","4","4","5","5","5","5",6,31,"neutral or dissatisfied"
"Female","Loyal Customer",18,"Personal Travel","Eco",431,"1","5","3","2","4","3","4","4","4","3","4","3","4","4",0,11,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco",733,"2","3","2","3","1","5","5","2","2","2","3","3","2","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Eco",547,"5","4","4","4","3","1","1","5","5","5","5","2","5","4",0,2,"satisfied"
"Male","Loyal Customer",74,"Business travel","Business",300,"3","3","3","3","3","5","2","4","4","4","4","1","4","2",0,0,"satisfied"
"Female","disloyal Customer",23,"Business travel","Eco",838,"1","1","1","2","2","1","1","2","2","3","2","1","2","2",87,99,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business travel","Business",1947,"5","5","5","5","5","5","5","4","4","4","4","3","4","5",0,3,"satisfied"
"Female","Loyal Customer",42,"Business travel","Eco",788,"5","5","2","2","1","3","4","5","5","5","5","1","5","4",0,0,"satisfied"
"Male","Loyal Customer",47,"Business travel","Eco",248,"5","4","4","4","5","5","5","5","3","5","5","3","3","5",0,0,"satisfied"
"Male","disloyal Customer",25,"Business travel","Business",271,"5","0","5","4","2","5","2","2","3","2","4","4","4","2",0,5,"satisfied"
"Male","Loyal Customer",9,"Personal Travel","Business",594,"4","1","4","2","2","4","2","2","2","5","1","3","1","2",4,0,"satisfied"
"Male","disloyal Customer",52,"Business travel","Business",550,"3","3","3","1","4","3","4","4","5","2","5","3","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Business",2862,"1","1","5","1","3","5","5","4","4","4","4","5","4","3",0,0,"satisfied"
"Female","Loyal Customer",47,"Business travel","Business",414,"1","1","1","1","5","5","4","4","4","4","4","5","4","4",3,2,"satisfied"
"Male","Loyal Customer",56,"Business travel","Business",842,"2","2","2","2","4","5","4","3","3","4","3","4","3","3",0,2,"satisfied"
"Male","Loyal Customer",44,"Business travel","Business",2602,"5","5","5","5","5","4","4","5","5","5","5","3","5","3",0,0,"satisfied"
"Male","Loyal Customer",62,"Personal Travel","Eco",164,"4","3","4","3","4","4","4","4","1","3","4","3","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Personal Travel","Eco",1384,"3","5","3","3","5","3","4","1","1","3","1","4","1","4",38,79,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Business travel","Eco",259,"3","2","2","2","3","3","3","3","1","2","3","2","3","3",6,2,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business travel","Business",1076,"3","1","1","1","5","4","3","3","3","4","3","3","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco",590,"3","4","3","3","3","5","5","4","1","1","2","5","3","5",233,222,"neutral or dissatisfied"
"Male","disloyal Customer",17,"Business travel","Eco",1034,"2","2","2","4","3","2","3","3","5","5","5","2","3","3",15,0,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Personal Travel","Eco",545,"5","1","5","3","1","5","1","1","1","1","4","4","3","1",2,5,"satisfied"
"Male","Loyal Customer",30,"Personal Travel","Business",2239,"3","4","4","2","4","4","4","4","3","3","4","4","5","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Business",403,"5","4","4","3","5","4","5","5","5","4","5","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",38,"Personal Travel","Business",867,"4","3","4","4","3","4","4","2","2","4","2","3","2","4",0,0,"satisfied"
"Female","Loyal Customer",49,"Business travel","Business",259,"5","5","5","5","5","5","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",55,"Business travel","Business",2133,"2","3","3","3","1","3","4","2","2","3","2","3","2","2",0,18,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",2971,"2","5","2","2","4","5","4","4","4","4","4","4","4","3",0,0,"satisfied"
"Female","Loyal Customer",61,"Personal Travel","Eco",337,"4","4","4","3","3","4","3","1","1","4","1","2","1","4",0,0,"satisfied"
"Female","Loyal Customer",33,"Business travel","Business",2876,"3","3","3","3","3","5","5","5","5","5","5","5","5","3",0,0,"satisfied"
"Female","Loyal Customer",51,"Business travel","Eco",308,"5","4","4","4","4","5","2","5","5","5","5","3","5","4",9,57,"satisfied"
"Male","Loyal Customer",37,"Personal Travel","Eco",109,"4","0","4","2","1","4","1","1","3","5","4","3","4","1",13,14,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Personal Travel","Eco",1617,"1","4","2","4","2","2","2","2","5","2","3","5","4","2",25,28,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Business travel","Eco",347,"2","2","2","2","1","2","1","1","1","4","3","3","3","1",52,51,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Business travel","Business",1544,"5","5","5","5","5","4","5","4","4","4","4","4","4","5",36,19,"satisfied"
"Female","Loyal Customer",49,"Business travel","Business",829,"3","3","3","3","2","4","4","5","5","5","5","4","5","4",0,0,"satisfied"
"Male","Loyal Customer",48,"Business travel","Business",2932,"4","3","3","3","5","3","4","4","4","3","4","3","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Business",3667,"3","3","3","3","5","3","4","3","3","4","3","2","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",22,"Business travel","Eco",199,"4","4","4","4","4","4","5","4","4","3","3","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",16,"Personal Travel","Eco",252,"4","4","4","2","3","4","3","3","5","3","4","5","4","3",0,0,"satisfied"
"Female","disloyal Customer",20,"Business travel","Eco",812,"0","0","0","3","3","0","2","3","4","3","5","5","4","3",0,0,"satisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco Plus",109,"2","0","2","2","4","4","5","4","4","2","4","4","4","3",13,13,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Personal Travel","Eco",108,"2","4","0","4","5","0","5","5","1","1","3","3","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Personal Travel","Eco Plus",399,"4","4","4","2","4","4","4","4","3","4","5","5","5","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",2495,"5","5","5","5","4","4","1","4","4","4","4","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",31,"Personal Travel","Eco",432,"1","5","1","4","4","1","4","4","4","4","4","4","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Eco",1587,"4","2","2","2","4","4","4","4","3","5","4","1","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",13,"Personal Travel","Eco Plus",262,"5","3","5","5","1","5","5","1","4","5","1","1","2","1",0,0,"satisfied"
"Female","Loyal Customer",51,"Business travel","Business",1587,"1","1","1","1","3","5","4","4","4","4","4","4","4","5",0,0,"satisfied"
"Female","Loyal Customer",27,"Personal Travel","Eco",984,"3","4","3","1","5","3","2","5","3","2","5","5","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",3325,"3","3","3","3","5","4","4","5","5","5","5","3","5","5",5,0,"satisfied"
"Female","Loyal Customer",22,"Personal Travel","Eco",2565,"1","4","1","1","5","1","5","5","4","1","5","2","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",15,"Personal Travel","Eco",349,"2","3","2","3","1","2","1","1","2","3","3","4","4","1",24,22,"neutral or dissatisfied"
"Female","Loyal Customer",67,"Personal Travel","Eco",888,"3","3","3","1","3","3","1","5","5","3","3","2","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco Plus",592,"3","5","3","4","3","5","3","2","2","3","4","3","2","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",20,"Business travel","Eco",170,"5","2","2","2","5","5","3","5","4","3","4","3","1","5",0,0,"satisfied"
"Male","Loyal Customer",57,"Business travel","Business",1870,"3","3","2","3","2","3","4","3","3","3","3","4","3","1",20,16,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Personal Travel","Eco Plus",1009,"2","5","2","5","2","2","2","2","2","1","1","4","1","2",9,6,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business travel","Business",1891,"4","4","4","4","4","4","5","4","4","4","4","5","4","5",0,0,"satisfied"
"Female","disloyal Customer",26,"Business travel","Eco",143,"3","3","3","4","5","3","5","5","1","3","3","1","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Business",3634,"1","1","1","1","1","1","2","5","5","5","5","2","5","1",0,0,"satisfied"
"Male","Loyal Customer",40,"Business travel","Eco",651,"3","2","2","2","3","3","3","3","2","5","3","1","4","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",38,"Business travel","Eco",495,"1","3","1","1","3","1","3","3","3","5","1","2","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Personal Travel","Eco",862,"3","5","3","4","5","4","5","4","4","3","4","3","4","5",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",25,"Business travel","Business",630,"1","5","1","1","5","1","5","5","3","3","4","5","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco",236,"0","4","0","5","2","0","2","2","3","2","4","5","5","2",2,1,"satisfied"
"Male","Loyal Customer",16,"Personal Travel","Eco",296,"1","5","3","1","2","3","2","2","5","4","5","3","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business travel","Business",1522,"3","3","5","3","5","5","4","5","5","4","5","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",51,"Business travel","Eco",1721,"2","3","3","3","2","2","2","2","4","1","2","3","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business travel","Business",432,"2","3","2","2","4","1","3","5","5","5","5","3","5","1",5,5,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",1888,"1","1","1","1","2","4","4","3","3","4","3","5","3","5",0,0,"satisfied"
"Female","Loyal Customer",14,"Personal Travel","Eco",2065,"3","4","3","4","3","4","4","3","5","4","5","4","3","4",0,37,"neutral or dissatisfied"
"Female","Loyal Customer",21,"Business travel","Business",1998,"3","1","1","1","3","3","3","3","3","3","4","2","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",646,"2","4","4","4","1","4","4","2","2","2","2","2","2","3",10,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",1481,"1","1","1","1","2","5","4","5","5","5","5","5","5","5",3,0,"satisfied"
"Female","Loyal Customer",27,"Personal Travel","Eco",737,"4","4","5","2","3","5","3","3","3","2","4","5","4","3",5,16,"satisfied"
"Male","Loyal Customer",38,"Business travel","Eco",647,"2","3","3","3","2","2","2","2","2","5","3","1","3","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",24,"Business travel","Eco",566,"0","5","0","2","5","0","3","5","3","5","4","5","1","5",1,0,"satisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",762,"1","3","1","3","4","1","4","4","3","2","3","1","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Personal Travel","Eco",1751,"2","5","2","2","4","2","4","4","1","1","3","4","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",577,"2","4","2","2","2","4","5","4","4","4","4","4","4","5",0,0,"satisfied"
"Female","disloyal Customer",26,"Business travel","Eco",490,"3","2","3","4","5","3","1","5","3","1","3","4","4","5",21,22,"neutral or dissatisfied"
"Female","Loyal Customer",19,"Personal Travel","Eco",1900,"2","4","2","1","5","2","5","5","5","2","3","3","5","5",80,75,"neutral or dissatisfied"
"Male","Loyal Customer",28,"Business travel","Business",2174,"2","1","2","2","5","5","5","5","5","4","5","3","5","5",0,0,"satisfied"
"Female","Loyal Customer",58,"Business travel","Business",2475,"2","2","3","2","4","5","5","4","4","4","4","4","4","5",0,0,"satisfied"
"Male","Loyal Customer",37,"Business travel","Eco",272,"4","3","3","3","4","4","4","4","5","5","2","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",853,"3","4","3","4","2","3","1","2","5","5","4","5","4","2",0,2,"neutral or dissatisfied"
"Female","disloyal Customer",32,"Business travel","Business",308,"2","2","2","1","5","2","5","5","3","3","4","3","5","5",31,13,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Personal Travel","Eco",110,"2","3","0","1","1","0","2","1","5","5","5","4","2","1",88,81,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Eco",337,"3","0","3","5","1","3","1","1","5","5","4","3","4","1",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",26,"Business travel","Business",895,"4","3","3","4","4","3","4","4","3","3","4","5","5","4",0,0,"satisfied"
"Female","disloyal Customer",38,"Business travel","Eco",86,"1","0","1","2","3","1","3","3","5","2","1","4","3","3",1,6,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Eco Plus",591,"4","1","1","1","4","4","4","4","3","4","4","1","4","4",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",2565,"2","2","2","2","5","5","5","5","2","4","5","5","4","5",0,0,"satisfied"
"Female","disloyal Customer",32,"Business travel","Eco",937,"1","1","1","3","1","1","3","1","1","1","4","2","3","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Eco",416,"1","2","1","4","1","1","1","1","4","2","4","1","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Personal Travel","Eco",689,"1","3","0","3","2","0","2","2","5","4","2","5","2","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",10,"Personal Travel","Eco",748,"5","4","4","2","5","4","5","5","3","3","4","3","4","5",0,0,"satisfied"
"Male","Loyal Customer",66,"Personal Travel","Eco",277,"0","3","0","5","5","0","5","5","2","4","4","2","4","5",0,3,"satisfied"
"Male","Loyal Customer",53,"Business travel","Business",728,"3","3","3","3","5","4","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Male","Loyal Customer",64,"Business travel","Business",3423,"4","4","4","4","3","4","5","5","5","5","5","5","5","3",11,7,"satisfied"
"Female","disloyal Customer",23,"Business travel","Eco",859,"2","2","2","1","5","2","5","5","5","4","4","3","5","5",17,21,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Personal Travel","Eco",740,"2","5","2","3","5","2","5","5","3","2","5","4","5","5",0,2,"neutral or dissatisfied"
"Female","Loyal Customer",75,"Business travel","Eco",228,"2","4","4","4","4","1","1","2","2","2","2","4","2","3",22,14,"neutral or dissatisfied"
"Male","Loyal Customer",11,"Personal Travel","Eco",2174,"2","1","2","3","1","2","1","1","3","2","4","2","3","1",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",36,"Business travel","Business",588,"1","1","1","4","1","1","1","1","5","3","4","5","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business travel","Business",946,"3","3","3","3","5","4","4","4","4","5","4","4","4","3",10,0,"satisfied"
"Male","disloyal Customer",25,"Business travel","Business",1587,"4","0","4","4","4","3","3","4","2","4","5","3","3","3",152,165,"satisfied"
"Male","Loyal Customer",42,"Personal Travel","Eco",928,"1","3","1","4","3","1","2","3","3","3","3","4","3","3",14,17,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Business",859,"2","2","2","2","5","5","5","5","5","3","4","5","5","5",121,103,"satisfied"
"Male","Loyal Customer",41,"Business travel","Business",1428,"4","4","4","4","4","2","3","4","4","4","4","4","4","1",4,0,"satisfied"
"Female","Loyal Customer",48,"Personal Travel","Eco",2486,"3","4","3","3","1","5","3","1","1","3","1","2","1","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",43,"Business travel","Business",3383,"1","1","1","1","5","5","4","4","4","4","4","5","4","4",0,0,"satisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco",873,"2","1","2","4","2","2","2","2","4","2","3","4","4","2",2,8,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business travel","Eco",404,"2","5","5","5","4","3","4","2","2","2","2","4","2","1",0,1,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Business travel","Business",581,"4","4","4","4","2","4","4","4","4","4","4","3","4","4",3,0,"satisfied"
"Female","disloyal Customer",17,"Business travel","Eco",1416,"1","2","2","4","5","1","1","5","4","3","4","4","5","5",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",14,"Business travel","Eco",1498,"3","3","3","4","1","3","1","1","5","3","3","5","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",68,"Business travel","Eco",266,"5","2","2","2","5","5","5","5","4","5","3","5","3","5",0,0,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",2991,"1","1","1","1","5","5","5","4","4","4","4","5","4","4",21,18,"satisfied"
"Female","Loyal Customer",9,"Personal Travel","Eco",187,"2","3","2","3","4","2","4","4","2","5","4","2","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",22,"Business travel","Business",3658,"1","5","5","5","1","1","1","1","2","5","4","1","4","1",80,72,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Business travel","Business",404,"4","0","4","2","5","4","5","5","3","2","5","5","4","5",16,5,"satisfied"
"Female","Loyal Customer",57,"Business travel","Eco",599,"5","4","2","4","3","5","3","5","5","5","5","5","5","5",0,8,"satisfied"
"Male","Loyal Customer",35,"Business travel","Business",1729,"2","2","2","2","1","2","3","2","2","2","2","4","2","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Eco",854,"4","4","4","3","1","4","1","1","3","4","1","5","5","1",6,0,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",2428,"1","1","1","1","2","5","4","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",54,"Business travel","Business",2431,"5","5","5","5","5","5","4","5","5","5","5","5","5","4",0,3,"satisfied"
"Male","Loyal Customer",30,"Business travel","Business",2378,"5","5","5","5","4","4","4","4","2","3","4","3","4","4",0,0,"satisfied"
"Male","Loyal Customer",39,"Personal Travel","Eco",2370,"0","4","0","1","2","0","2","2","4","2","4","3","5","2",32,18,"satisfied"
"Female","disloyal Customer",35,"Business travel","Eco",116,"2","5","2","3","3","2","3","3","1","4","2","1","3","3",0,1,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Eco",930,"3","2","2","3","2","2","2","2","4","2","4","3","4","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Business travel","Eco",312,"0","0","0","4","4","0","4","4","3","4","4","5","4","4",16,8,"satisfied"
"Female","Loyal Customer",46,"Personal Travel","Eco",1476,"4","3","4","3","5","4","4","3","3","4","3","2","3","4",0,6,"neutral or dissatisfied"
"Male","Loyal Customer",13,"Personal Travel","Eco",557,"2","3","2","4","2","2","1","2","4","4","3","4","3","2",35,29,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Business travel","Eco Plus",1487,"4","5","4","5","4","5","4","4","2","1","3","2","3","4",0,0,"satisfied"
"Male","Loyal Customer",42,"Business travel","Business",2721,"5","5","5","5","3","4","4","1","1","2","1","4","1","4",0,0,"satisfied"
"Male","Loyal Customer",31,"Personal Travel","Eco Plus",288,"1","4","1","1","3","1","3","3","3","4","5","5","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business travel","Eco",436,"4","1","1","1","4","4","4","4","5","1","4","1","5","4",0,12,"satisfied"
"Male","Loyal Customer",10,"Personal Travel","Eco",201,"2","3","0","3","1","0","1","1","1","4","4","2","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Eco Plus",258,"5","1","1","1","5","5","5","5","1","2","1","5","3","5",53,77,"satisfied"
"Male","Loyal Customer",26,"Business travel","Eco Plus",488,"5","1","1","1","5","4","3","5","4","1","3","2","3","5",41,41,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business travel","Eco",251,"3","4","4","4","3","3","3","3","5","3","5","4","1","3",0,5,"satisfied"
"Male","Loyal Customer",57,"Personal Travel","Eco",1249,"2","5","2","3","2","2","2","2","5","2","3","3","2","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Business",3592,"2","2","2","2","5","5","4","5","5","5","5","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",8,"Personal Travel","Eco",192,"4","4","4","3","1","4","1","1","4","5","4","5","5","1",3,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Eco",328,"2","1","4","4","2","2","2","2","1","1","3","1","3","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Business",134,"2","1","1","2","2","1","3","2","3","3","4","3","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",35,"Business travel","Business",2122,"3","3","3","3","3","4","1","4","4","4","4","5","4","2",0,0,"satisfied"
"Male","disloyal Customer",21,"Business travel","Eco",86,"5","0","5","2","2","5","2","2","5","5","3","5","2","2",0,11,"satisfied"
"Female","Loyal Customer",43,"Business travel","Eco",422,"4","1","1","1","2","4","1","4","4","4","4","2","4","5",0,0,"satisfied"
"Male","Loyal Customer",53,"Business travel","Business",1416,"4","5","5","5","1","4","4","4","4","4","4","4","4","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",862,"1","1","3","1","3","4","4","5","5","5","5","3","5","5",34,30,"satisfied"
"Female","Loyal Customer",13,"Personal Travel","Eco",373,"2","1","3","3","5","3","5","5","4","3","2","4","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",12,"Personal Travel","Business",1075,"2","2","2","2","3","2","3","3","1","2","3","4","3","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Business travel","Eco",316,"1","0","1","4","5","1","5","5","1","3","2","1","2","5",4,0,"neutral or dissatisfied"
"Female","Loyal Customer",69,"Personal Travel","Eco",1407,"2","5","3","2","4","4","5","5","5","3","5","4","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Business travel","Eco",102,"4","3","4","3","4","4","4","4","1","2","5","4","1","4",1,4,"satisfied"
"Female","Loyal Customer",26,"Personal Travel","Eco",214,"1","5","1","5","3","1","5","3","3","3","5","4","4","3",0,2,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Personal Travel","Eco",508,"2","5","4","1","3","4","3","3","4","4","5","3","4","3",33,53,"neutral or dissatisfied"
"Female","Loyal Customer",17,"Personal Travel","Eco",666,"3","1","3","3","2","3","2","2","2","3","3","1","2","2",1,7,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",2363,"3","4","4","4","1","3","3","3","3","4","3","4","3","1",2,0,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business travel","Business",308,"0","0","0","1","4","4","5","2","2","2","2","3","2","3",0,0,"satisfied"
"Male","Loyal Customer",51,"Personal Travel","Eco",1069,"2","5","2","2","3","2","3","3","5","2","4","5","5","3",62,51,"neutral or dissatisfied"
"Female","disloyal Customer",36,"Business travel","Business",190,"3","2","2","4","2","2","2","2","3","2","5","4","4","2",3,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business travel","Business",996,"1","2","5","2","1","3","4","1","1","1","1","4","1","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Business travel","Business",2402,"1","1","5","1","4","4","4","4","5","4","4","4","4","4",0,0,"satisfied"
